attrib_name	01CO006	01CO008	05CO004	05CO006	05CO007	05CO011	05CO015	05CO020	05CO028	05CO029	05CO032	05CO033	06CO001	06CO002	09CO005	09CO006	09CO008	14CO001	14CO002	20CO001	20CO003	05CO002	01CO005	01CO001	05CO003	05CO049	22CO004	05CO037	11CO033	20CO006	11CO043	20CO007	11CO042	11CO032	16CO002	11CO018	16CO006	11CO031	09CO011	05CO039	21CO006	05CO034	01CO022	20CO004	05CO048	09CO013	21CO007	15CO002	11CO062	05CO035	16CO003	11CO019	11CO030	01CO019	11CO005	01CO015	15CO001	11CO048	13CO001	27CO004	11CO010	05CO041	11CO020	11CO007	05CO026	11CO045	16CO011	14CO005	22CO006	11CO037	14CO003	05CO044	11CO036	11CO008	11CO060	11CO039	11CO070	11CO079	05CO053	11CO072	11CO027	11CO077	05CO054	05CO050	11CO058	11CO057	09CO022	11CO054	11CO053	11CO052	11CO061	11CO044	05CO045	11CO021	11CO047	11CO022	09CO014	09CO015	09CO018	09CO019
GSTO1	3.6129	3.6559	3.1538	4.126	4.3844	3.1747	4.3089	2.797	3.8017	3.9355	3.8099	4.0802	2.7257	3.2675	3.257	3.373	3.4796	3.8309	2.437	3.607	3.9873	3.9896	3.3377	3.9653	3.7918	3.4738	3.3255	3.8963	3.4249	3.6415	3.9695	3.9754	3.5753	4.0321	3.2126	4.2513	3.144	3.9069	3.3903	4.155	3.9681	4.0312	3.8151	3.3016	4.0708	3.5423	3.1285	3.238	3.6358	3.373	3.9791	3.9486	4.2188	3.6323	3.8929	3.5497	3.3001	4.2642	3.4673	4.1938	3.1473	4.3618	3.4673	3.4816	3.2957	3.6276	4.0299	3.8807	4.2765	3.251	3.4423	3.6971	3.8027	3.8807	3.0875	3.4336	2.7442	3.1457	2.8339	3.4202	3.2623	3.4396	2.9505	3.116	2.8032	3.5447	2.8237	3.7463	3.511	3.7142	3.0505	2.5261	2.5583	3.111	3.1243	2.3089	3.2884	2.5185	1.844	3.3161
TUBB6	1.7824	1.8639	2.4489	1.4489	3.5771	2.6645	0	0.6508	1.6599	1.8074	2.2403	2.844	2.272	2.8237	2.0635	1.7782	0	0.7824	1.111	2.546	2.4383	2.7897	0	1.7866	1.9964	1.1827	1.8359	2.1243	2.541	0.3896	1.1953	1.2388	2.8074	2.742	1.4931	2.0993	1.3561	1.9184	1.7137	2.6576	2.7181	1.9146	0.3896	1.1763	1.9964	1.4594	1.4906	2.257	1.8953	1.4489	3.0126	2.0875	2.4141	2.5385	2.5945	1.5509	2.9088	3.3618	2.4489	3.251	1.4383	2.3045	2.067	2.5558	2.6893	2.5385	1.6182	1.3618	2.6668	3.251	1.4276	2.3377	1.4594	2.9021	1.9184	2.8258	2.4594	2.8629	2.0635	2.7887	2.266	1.8953	1.9964	2.8866	2.6005	1.4436	2.2079	2.0635	1.9672	2.4542	1.3448	2.254	2.2957	2.2957	2.6346	1.2388	2.269	1.1243	1.844	0.0566
ACOX1	3.7004	3.4874	2.9699	3.0772	3.433	3.1747	2.5008	3.9486	3.8943	3.4607	2.2403	3.5692	4.0678	3.8929	2.8992	3.6328	3.7913	3.8309	4.375	3.9241	2.7247	2.9523	3.1391	3.1416	3.1202	3.5862	3.6938	3.2928	2.7312	3.0959	3.4202	3.1432	1.0072	1.8156	3.2126	2.844	3.144	0.1506	1.7137	1.541	3.116	3.4303	3.26	3.9126	3.4443	4.0514	3.1285	2.8339	3.354	3.8115	2.6299	3.7098	2.9973	3.1747	3.7772	3.6358	1.3448	2.0531	3.3441	3.251	3.0036	2.969	2.9928	3.1747	2.0197	0	3.1391	3.5198	3.1424	0.251	3.4423	3.275	2.5656	2.2234	3.3785	3.4336	2.9873	1.7991	3.2765	2.0635	4.2219	1.8953	2.9505	3.116	2.8032	3.4607	3.757	3.3248	3.0126	2.8934	2.7981	3.4141	3.1651	3.4666	3.4809	4.0479	1.8278	3.263	3.009	2.742
CORO1B	2.844	3.99	3.4653	3.5021	3.433	2.6645	3.1152	3.4276	3.2972	3.2555	3.5323	3.4222	3.079	3.61	3.0925	3.5091	3.6508	3.0312	3.2884	3.0126	3.3248	3.2373	2.6645	3.1416	2.6668	3.1699	2.86	3.3785	3.4249	2.4607	3.2898	3.3688	3.1603	3.2965	3.2126	3.6311	2.9477	4.0544	4.5404	3.9193	4.1457	3.7371	3.4416	3.2149	3.116	3.7714	3.7913	3.8227	3.1538	3.373	4.0858	3.5423	4.09	3.406	3.3854	3.9759	2.9088	3.6282	3.5999	3.9782	3.0036	4.1334	4.0365	3.0072	3.4396	3.9016	3.9458	3.5198	3.6159	4.1914	3.9709	2.6554	3.8027	3.3923	3.9773	3.4336	3.1803	3.1457	3.6358	3.8777	3.925	3.2079	3.8953	1.8934	3.1135	3.257	3.5348	2.6088	2.862	2.6915	3.4303	2.5261	3.1651	2.6276	2.8914	2.3089	3.466	2.5185	1.844	2.742
ARMT1	2.6668	2.8934	2.4489	1.9146	5.1807	2.4489	1.4594	2.5777	2.251	2.2928	2.546	2.319	2.272	3.0644	2.4209	1.7782	2.8992	1.8278	2.0909	2.546	2.9727	2.5753	1.3161	2.4957	2.257	2.1827	2.1538	3.3785	3.1811	2.9561	3.0126	2.6206	2.6017	2.9727	2.8339	2.5211	2.9477	2.9819	3.3903	2.211	3.116	2.6576	3.0461	2.0942	3.116	3.1243	2.1342	2.9855	2.6645	2.5185	2.384	2.0875	3.144	2.7225	3.0522	2.7312	2.9088	3.511	2.8972	2.8053	3.5198	3.1243	1.4594	3.0072	2.0197	2.1309	2.9791	1.9891	3.3248	0.251	2.0909	3.275	3.116	2.6206	1.3391	3.4336	2.9873	3.1457	2.8339	2.4594	2.8379	0.1506	1.9964	2.8866	3.1135	3.7192	3.275	3.5198	2.6645	1.4168	1.9964	1.9184	1.9819	2.6276	1.189	1.8953	1.8278	1.1243	0.0976	1.6135
BAZ1B	1.7824	1.8639	0	1.4489	2.2418	2.845	2.2418	2.3533	1.9855	2.0635	2.8298	1.3391	2.7257	1.4276	1.0144	1.7782	1.2449	2.1827	2.437	1.7991	0	2.0841	1.3161	0	1.2869	1.9146	1.8359	1.3561	2.3045	3.2172	2.211	1.8115	1.9964	1.8156	1.1375	2.0993	2.4033	0.1506	0.0566	1.541	0	1.3561	1.6915	1.4222	3.0054	3.275	2.8074	2.257	1.8953	2.0635	1.0356	2.3132	1.7181	1.3561	0	2.1342	1.3448	0	1.1827	1.4168	2.844	2.969	0.0144	0	2.5084	0	0	1.3618	1.3561	0.251	2.0909	1.9241	1.4594	0.0566	1.9184	1.4383	2.067	1.7991	0	0	1.254	0.1506	0	0	2.067	1.4436	1.7866	2.0635	2.862	1.4168	0	1.9184	2.2957	2.6276	2.6346	2.3089	2.269	2.5185	0.0976	0.0566
BZW1	3.5336	3.2972	3.4653	3.5021	3.9322	3.3016	3.4957	3.4276	3.5286	3.1177	3.5323	3.6871	3.079	3.4482	4.0009	3.5091	3.6508	3.3248	3.2884	3.7312	3.4673	3.7203	3.1391	4.1651	2.4725	3.756	3.4588	4.2924	3.5423	3.5521	3.6159	3.0144	3.1603	3.1408	3.3248	2.844	2.9477	2.5692	3.144	2.6576	2.1827	3.0866	3.5198	3.3016	3.116	3.6519	2.406	2.8339	3.6358	2.6893	2.6299	2.844	3.2943	3.0479	2.5945	3.6358	3.5638	2.991	3.3441	3.7323	3.2943	3.5223	3.4673	3.0072	3.4396	3.0704	2.5753	2.7148	3.3248	3.5242	3.0505	3.1043	3.3248	3.1635	3.0875	3.5999	3.5059	3.8074	3.2765	2.7887	3.6005	2.8992	2.9505	3.3161	2.9616	3.257	3.1699	2.9919	2.862	3.2126	3.0505	2.9411	2.9891	3.111	3.3161	2.6415	3.2884	2.1859	3.009	2.742
SMS	2.0531	1.2388	1.7004	1.9146	2.5059	0.5361	2.2418	1.3561	3.0036	2.511	0	1.9298	1.2869	2.0841	1.0144	0	1.2449	1.8278	2.437	2.2296	2.0179	1.3561	1.3161	1.7866	1.9964	1.9146	1.8359	2.9373	2.3045	2.4607	1.9336	1.8115	2.8074	2.5033	1.4931	2.5211	2.4033	1.9184	3.144	2.211	2.4699	2.4957	2.9136	1.9298	2.7247	1.9298	1.4906	1.7485	2.1177	2.6893	2.384	2.6893	2.839	2.7225	1.8679	3.3813	2.6668	1.4168	2.7004	2.067	2.0635	1.5558	2.067	1.8359	0.6135	2.1309	0	2.7148	1.3561	2.8359	1.4276	2.3377	1.4594	1.6135	2.3161	1.4383	1.4594	1.7991	2.0635	2.0635	0	2.511	2.4343	1.263	1.7824	3.257	1.7866	2.9919	1.9672	1.4168	0	1.9184	1.5008	1.2327	2.278	2.3089	1.1827	1.7268	3.3377	0.0566
KDM1A	1.7824	1.8639	3.3161	3.5021	2.2418	2.4489	3.3813	1.7485	1.9855	2.2928	2.2403	1.9298	1.9964	1.4276	2.8992	2.8053	2.2839	2.6668	2.9088	3.0126	0	2.3477	1.9146	0	2.257	1.1827	1.4168	3.1803	0	2.4607	1.9336	2.6206	3.1603	1.2265	2.3132	1.441	3.337	0.1506	0.0566	2.6576	1.2016	2.126	2.1276	2.5753	2.5472	2.7751	2.1342	2.257	2.1177	1.8074	1.6554	2.0875	2.6485	2.7225	2.278	3.0444	3.4515	2.0531	1.7225	2.067	1.4383	2.5777	2.067	2.5558	2.9982	1.4699	2.3248	2.7148	2.3618	0.251	2.516	2.8972	2.8718	0.0566	1.9184	1.4383	2.067	1.7991	1.406	2.0635	1.844	0.1506	1.3561	1.8934	1.7824	2.6415	2.2079	2.7442	2.6645	1.4168	1.9964	2.254	1.5008	2.2957	2.278	1.8953	2.862	2.1859	0.0976	0.0566
FHL2	3.9467	3.2972	4.3875	3.3709	3.2683	2.4489	2.5008	2.9745	3.6294	3.5583	3.3771	3.2342	3.6831	3.4482	4.0009	3.5091	3.4796	3.3248	2.9088	3.7312	3.9873	3.6159	2.9203	3.1416	3.3618	2.5945	3.2032	3.2928	3.9809	3.8022	3.1522	3.9754	3.5753	3.4529	2.6668	3.6311	3.337	2.9819	3.9486	3.275	3.281	3.6005	3.6831	4.1473	3.4443	3.275	4.3646	3.8227	3.9891	3.5975	3.4712	3.7918	3.5546	2.7225	2.844	3.4673	3.8924	3.3618	2.4489	3.251	2.844	2.5777	3.4673	2.8237	3.649	4.0241	3.5583	3.1811	4.0268	3.9336	3.0505	3.6971	3.8027	3.3923	3.9773	3.7388	4.4289	2.8629	3.4634	3.7323	3.8227	3.9882	2.7203	4.2269	4.0347	3.8017	3.3688	3.4336	3.6159	3.9203	3.0505	3.5546	3.7544	4.0378	2.278	3.3205	4.101	3.6323	2.5509	3.7458
NOP58	2.844	3.1043	2.4489	2.717	2.2418	3.6276	3.1152	3.5484	3.2972	3.4607	3.3771	2.6112	2.9107	3.2675	2.8992	2.8053	3.1391	3.466	3.1243	3.607	2.4383	3.2373	3.7981	0	2.8379	3.2884	3.3255	3.1803	3.4249	3.8875	3.5198	2.257	2.8074	2.742	3.4515	2.844	2.7004	3.2787	3.3903	3.275	3.281	3.6594	3.1449	3.4783	3.3327	3.275	3.1285	2.9855	3.2705	3.8953	3.3255	3.7918	3.2943	3.813	2.278	3.6358	3.1293	2.7463	3.9098	3.0179	2.844	3.5223	2.9928	3.1747	3.9964	3.0704	3.6753	3.1811	2.9241	2.211	3.26	2.8972	2.8718	2.2234	3.3785	4.2902	3.3448	3.1457	3.2765	3.2126	3.8227	3.6323	3.1457	2.6264	3.4692	3.7192	3.4607	4.0781	2.4542	2.8934	2.4489	3.6814	3.3377	3.784	3.9607	3.6554	3.466	3.6323	3.3377	3.0721
EIF2A	3.0054	2.8934	3.3161	3.2373	2.9449	2.845	3.1152	3.4276	3.1595	2.8359	3.0312	2.6112	3.3462	2.8237	2.8992	3.0144	3.1391	3.1827	3.2884	3.3646	2.0179	2.9523	2.6645	3.314	3.3618	2.5945	3.6938	3.0721	3.5423	3.7323	2.211	3.2645	3.3205	2.5033	3.1043	2.5211	2.9477	3.2787	2.3896	3.6536	2.7181	3.6005	3.3519	3.7623	3.5367	3.275	3.3882	3.6404	3.6358	3.4822	2.8339	2.0875	2.1043	3.8992	3.2373	4.0479	2.9088	2.0531	3.218	2.5122	3.5198	3.5223	3.1875	3.3377	3.4396	2.8217	2.3248	3.3583	1.9709	0.251	3.4423	2.6554	3.3248	2.6206	1.9184	3.0635	2.9873	3.6129	3.6358	3.4202	3.2623	2.8992	3.1457	3.3161	3.7803	3.4607	3.3688	2.9919	3.1473	3.2126	2.4489	3.2615	3.3377	4.3533	3.6588	3.6554	3.7474	3.9217	4.5549	3.7458
IMPDH2	4.1202	3.99	4.4673	4.2795	4.6565	4.4026	4.3875	4.5957	3.8943	4.0018	4.2319	3.9754	3.8924	3.4482	4.433	4.488	4.2441	4.4446	4.9129	4.3992	3.9873	3.8992	3.6679	4.5084	4.1235	4.2052	3.7866	4.1247	3.9021	3.7323	3.9695	4.3074	4.1473	3.9336	3.2126	4.5978	4.4396	4.2102	3.3903	3.8022	3.441	3.6005	4.3646	4.4809	3.7203	3.9653	4.2001	3.9045	4.2525	3.8953	3.6809	4.2865	3.9184	4.2924	3.8929	3.8963	4.0695	3.6282	3.7087	3.8605	3.6182	4.2832	4.2024	4.3649	3.9184	4.2502	3.847	3.1811	4.3491	3.9336	4.5008	4.1985	4.4899	3.5862	3.8807	3.8875	4.6848	3.6129	4.5753	4.1194	4.3023	4.1457	4.1264	4.0215	3.7803	3.7192	4.0479	3.7996	3.8017	4.1408	4.4289	4.2001	4.5382	4.5185	4.3723	4.4406	3.8649	4.4236	4.4114	4.546
CUL3	3.0054	3.4874	3.3161	3.0772	2.9449	3.0126	2.2418	2.9745	2.844	2.98	2.546	2.6112	2.9107	2.0841	3.0925	3.218	2.2839	2.6668	2.9088	3.4816	1.4222	2.5753	2.6645	2.4957	3.1202	3.0618	2.6508	3.6218	3.6536	2.9561	2.6645	3.3688	3.1603	3.1408	3.1043	3.6311	1.9891	1.9184	2.8298	3.9193	2.4699	3.6005	3.5198	3.3016	3.3327	2.7751	2.6229	3.7452	3.1538	3.1326	3.3255	2.6893	3.2943	2.7225	2.844	3.2876	3.6814	2.991	2.8972	3.0179	3.0036	2.8053	4.0365	3.3377	3.2957	3.4757	2.5753	2.9727	3.1424	2.211	2.8258	3.1043	2.8718	2.6206	2.8718	2.8258	3.1803	1.7991	3.0772	3.0126	2.266	2.8992	2.4343	2.2839	2.9616	2.9561	3.0635	2.6088	3.0126	3.2126	2.7981	2.7398	3.4874	3.4666	2.278	2.6415	3.2884	3.4601	1.844	1.6135
CPNE1	3.4607	3.6559	4.3875	3.0772	4.1489	3.8953	3.8156	4.1089	3.4249	4.0018	3.3771	3.784	3.8924	4.5503	4.3533	3.5091	4.0378	4.1289	4.0321	3.7312	2.7247	4.1408	3.3377	2.742	2.8379	3.1699	4.3861	2.9373	3.1811	4.2876	4.2884	3.8176	4.057	3.5898	3.3248	3.6311	4.8728	0.1506	3.591	2.6576	3.7782	4.332	3.6129	4.0018	2.7247	1.4594	3.6029	3.8227	3.0444	4.1886	3.9791	4.3427	4.3391	3.5242	3.8929	4.0479	3.4515	2.991	4.2806	3.0179	4.3799	4.0496	3.3377	3.3377	3.5509	3.4757	3.2965	3.5198	3.9193	3.7485	3.0505	3.5771	2.8718	4.0045	4.5091	3.2555	3.3448	3.6129	3.2765	4.225	3.0626	1.8953	3.5033	4.0215	0	3.889	4.2924	3.8743	3.8017	2.6915	3.7339	3.7918	3.4874	3.784	4.5441	4.1615	3.6171	3.4601	3.009	4.2032
KRT2	3.4607	3.2972	3.9402	3.5021	2.2418	2.6645	2.5008	4.5304	3.2972	2.2928	3.2126	3.8807	3.079	2.0841	3.3978	2.1859	2.8992	3.1827	2.6826	2.546	4.4832	3.2373	2.3248	2.742	3.5898	3.3799	2.6508	2.319	2.3045	2.254	3.0126	2.257	2.6017	2.742	2.6668	3.1119	1.3561	1.9184	1.7137	1.541	3.116	2.3219	3.6831	1.7004	2.7247	1.9298	2.406	1	2.6645	3.26	2.0635	0.546	2.1043	1.3561	3.3854	1.5509	0	1.4168	0	0	1.7991	0	0.0144	0	0	1.4699	0	1.3618	0	0.251	1.4276	1.9241	0	2.6206	0	2.0841	1.4594	2.8629	0	0	2.8379	1.8953	0	3.116	1.3561	1.7866	1.9964	4.0144	3.0126	3.0721	1.9964	2.7398	1.5008	2.6276	1.189	2.8992	2.862	2.5185	3.009	2.742
SLK	1.4383	1.8639	0	2.2418	3.433	0.5361	1.4594	1.3561	1.6599	1.4489	1.7866	1.9298	0.6041	0	0	0	1.2449	0.7824	0	1.189	1.4222	2.3477	1.3161	2.4957	1.6915	2.4114	2.1538	3.0721	2.0426	0.3896	1.1953	2.257	1.9964	1.8156	1.4931	1.441	0	0.1506	0.0566	0.0286	2.4699	2.126	3.26	2.269	3.5367	1.9298	1.1309	2.8339	3.1538	1.8074	1.0356	1.5211	1.7181	2.342	1.2388	0	1.3448	0	2.126	1.4168	1.4383	3.5223	1.4594	2.8237	2.0197	2.1309	1.6182	1.3618	2.3618	2.8359	1.4276	3.1043	2.144	0.0566	1.3391	2.5033	0	1.7991	2.5185	1.4276	2.266	1.8953	2.4343	0	2.6005	1.0976	3.275	1.6088	0.546	0.7312	0	1.9184	2.2957	2.2957	1.8156	0	1.8278	1.1243	0.0976	0.0566
AGO2	2.5008	1.8639	1.7004	2.5097	2.2418	2.845	2.7181	1.7485	1.9855	2.0635	2.2403	1.9298	2.7257	3.0644	2.6747	1.7782	2.2839	2.1827	1.7004	1.189	2.0179	2.0841	0	0	1.2869	1.5509	1.8359	2.1243	1.3161	2.0179	1.9336	1.8115	1.5945	2.211	2.6668	2.5211	0	0.1506	0.0566	0.0286	2.1827	2.126	1.9336	2.4436	1.7225	1.4594	2.8074	2.9855	2.2987	2.5185	2.0635	2.5185	2.1043	2.342	1.2388	1.2203	0	2.4489	2.4489	0	1.4383	0.9336	1.4594	0	2.0197	2.5385	0	1.9891	1.3561	0.251	2.0909	1.9241	2.144	2.2234	2.3161	2.8258	0	0.0841	1.406	2.0635	1.844	0.1506	1.3561	2.6264	1.7824	2.8053	2.2079	0.903	2.4542	2.6915	1.9964	2.5261	1.9819	2.6276	1.8156	2.8992	2.269	2.1859	1.844	1.6135
TOP2A	1.0704	1.2388	2.4489	0.8718	0.8953	2.4489	2.5008	3.14	1.275	2.511	0	0	1.9964	0	1.0144	1.1635	2.2839	2.6668	3.9402	0	0	1.7824	0	0	0	2.5945	1.8359	1.9146	0	2.254	1.9336	1.8115	0	0	0	0	2.4033	0.1506	0.0566	2.211	0	2.126	3.3519	2.7192	2.7247	3.1243	2.406	3.238	2.6645	1.8074	0	1.8278	1.1375	0.696	0	2.8972	2.3923	0	0	0	3.2943	2.3045	0.0144	1.8359	3.649	0	0	0	0	0.251	0	0	1.4594	0.0566	1.3391	0	2.9873	2.4489	1.406	0	1.254	0.1506	1.9964	1.263	0	1.7866	3.275	2.266	2.4542	0.7312	0	2.5261	2.8043	2.6276	2.8914	1.8953	0	2.5185	0.0976	0.0566
RPS19	4.5928	5.2196	4.7661	4.9129	4.2998	4.6826	4.3089	4.2319	4.852	4.5534	5.0002	4.5807	4.5097	4.7975	4.3533	4.7517	4.578	4.8125	5.0687	4.5711	4.7159	3.8992	4.4306	4.6882	3.915	4.7203	4.8048	4.4809	4.5838	4.5382	4.2884	4.4653	4.7404	4.5823	4.3427	4.7905	4.1675	4.9635	5.0043	5.2161	4.2954	4.4259	4.6165	4.0018	4.1739	4.9397	4.8156	4.4731	4.1391	4.2563	4.3813	4.3427	4.7586	4.6633	4.441	4.578	4.9481	4.477	4.6035	4.4053	4.4538	4.9584	4.9298	4.9274	5.0405	4.9026	4.5978	4.5853	4.6837	4.6413	5.1568	4.4624	5.0955	4.5423	4.6375	4.6296	5.0023	4.4624	5.087	4.5173	4.7576	4.9937	5.0063	4.7942	4.3681	4.1985	4.2001	4.1264	4.4822	4.6352	4.849	4.2832	4.6017	4.9006	5.0108	4.9919	5.128	4.7965	4.9882	5.1087
PLOD1	3.2608	1.8639	2.7203	2.8895	4.4699	3.1747	3.1152	2.3533	1.6599	1.4489	3.0312	3.4222	3.079	3.61	2.6747	3.218	2.8992	3.1827	2.437	3.1985	1.4222	2.7897	1.9146	2.4957	3.5898	2.1827	1.8359	3.7126	3.7474	2.6485	2.6645	2.0531	2.8074	1.2265	2.8339	3.9155	1.9891	0.1506	1.7137	2.6576	1.7949	3.0866	2.1276	2.7192	3.116	3.6519	2.406	3.3384	3.1538	3.5975	2.0635	3.2265	2.9973	2.7225	1.8679	2.7312	2.3923	2.4489	2.126	3.6029	3.0036	3.281	2.7677	3.4816	3.1457	3.0704	3.1391	2.9727	2.6668	2.211	2.8258	3.6971	3.3248	3.7339	2.8718	2.5033	3.3448	1.7991	2.0635	3.2126	2.5753	3.2079	2.7203	2.8866	2.6005	3.1152	1.7866	2.6088	2.6645	3.477	3.7339	3.2615	2.9891	3.784	3.1243	1.8953	2.269	2.5185	3.6135	2.742
TPM2	1.7824	0	1.0426	0	0.8953	1.2265	0.8718	1.3561	0	0	1.1635	2.844	0.6041	1.4276	1.6229	0	1.2449	0.7824	0	2.546	3.9873	1.7824	0	0	0	1.5509	0	1.3561	2.541	0.3896	0.516	0.757	3.6904	4.1094	3.7866	1.441	1.9891	2.5692	1.7137	0.0286	3.441	2.4957	0.3896	0	3.116	0.8797	1.1309	2.9855	3.1538	3.4822	5.6738	3.6276	4.5091	4.9959	4.441	2.568	3.8924	3.511	4.9533	4.4673	3.8963	0.9336	4.701	3.7463	2.9982	3.6276	4.1035	2.7148	1.9709	5.3556	0	0	0	2.2234	2.8718	4.8382	3.6519	2.8629	2.5185	2.0635	4.9607	3.8166	1.3561	2.8866	4.0347	2.269	1.516	1.3391	4.4202	2.6915	1.3448	0.8953	1.9819	1.2327	1.189	0	1.1827	1.1243	0.0976	1.6135
PROM1	0	0	3.9402	3.6135	0	2.2141	0	3.2824	0	0	0	0	1.2869	0	2.0635	1.1635	0	2.6668	0	0	0	0	0	0	0.585	1.9146	1.8359	2.8074	0	3.3255	1.585	2.6206	1.0072	0	4.7986	0	0	0.1506	0.0566	1.541	0	2.9616	3.756	1.7004	3.2265	0	3.4822	2.0356	2.6645	1.8074	2.8339	3.4548	0	0	1.8679	0	0	0	0	0	3.2943	0	0.0144	3.0072	3.2957	0	2.5753	3.1811	0	0.251	1.4276	0	1.4594	1.6135	3.5135	0	1.4594	0.0841	0	0	0	0.1506	0	0	0	3.8017	3.9069	2.4489	1.6229	0	0	2.254	2.2957	0	1.189	2.3089	1.1827	2.1859	0.0976	2.742
LY75	0.4436	2.6346	2.4489	0.8718	0	2.6645	2.7181	2.0635	2.4699	3.1177	1.7866	1.3391	3.2211	0	2.4209	2.1859	2.8992	2.862	1.111	0	0	2.7897	2.3248	2.4957	1.9964	2.7698	3.2032	1.3561	1.3161	3.6415	1.585	2.4489	1.9964	2.742	3.2126	0	0	0.1506	2.3896	1.541	0	3.4303	2.6645	2.0942	2.2141	2.9616	3.6029	2.257	1.8953	1.8074	0	1.5211	1.7181	0	1.2388	2.1342	1.3448	0	1.1827	1.4168	2.844	1.5558	1.4594	1.2388	2.857	1.4699	2.3248	2.4005	0	0.251	2.0909	1.3219	0	0.0566	0	0	0	3.1457	0	2.4594	1.254	0.1506	1.3561	1.263	2.3434	2.0426	1.9964	2.266	2.2265	1.844	1.3448	2.5261	2.2957	1.8836	0	2.3089	2.269	2.1859	0.0976	2.2928
CYB5R3	3.5336	3.4874	3.4653	3.2373	4.2346	4.1223	2.5008	2.9745	3.8017	3.6645	3.5323	4.0802	4.0678	3.757	3.7495	3.218	3.7913	3.1827	3.4403	3.84	4.3038	3.9896	3.3377	4.3491	4.0496	3.9891	3.8714	4.017	4.5481	2.4607	4.1194	3.7511	4.288	4.5211	4.3427	4.2513	3.8768	3.7355	3.3903	3.275	4.2954	4.2384	3.5198	4.1473	4.2346	3.5423	3.3882	4.2502	4.0391	4.1085	3.8875	3.9964	4.0117	3.9593	3.7772	3.9759	4.2854	4.4094	3.7087	4.1938	4.3799	4.1334	3.7142	3.6171	3.8485	4.2502	4.3646	3.7761	4.4236	4.0858	3.845	3.6971	3.6753	4.2373	3.6363	3.7388	4.1035	3.6129	2.8339	3.8777	3.4529	4.2832	2.7203	4.3448	4.8775	4.3723	3.9069	4.1264	4.3491	4.1408	3.4303	3.6814	4.2376	4.0378	3.4809	4.1615	4.3052	3.0321	3.009	3.7458
DOCK2	3.5336	0	0	3.0772	0.8953	1.5945	2.9241	2.797	1.275	2.669	2.2403	1.9298	1.6915	1.4276	1.0144	2.1859	1.2449	1.4168	0	2.8248	2.9727	1.7824	0	1.7866	3.2555	3.2884	1.4168	1.9146	2.7312	0	2.211	1.2388	1.9964	0	1.1375	1.441	1.3561	1.9184	1.7137	1.541	2.7181	1.6554	1.6915	0	1.0215	0.8797	1.8639	2.4489	2.4931	1.0841	1.0356	1.8278	1.7181	0.696	2.5945	1.2203	0	3.1835	1.7225	2.5122	1.7991	2.8053	0.0144	1.2388	2.0197	2.8217	2.0356	1.3618	3.4777	2.211	2.516	3.275	3.116	1.6135	1.9184	0	2.9873	0.0841	2.0635	2.4594	0	1.8953	1.3561	2.6264	2.3434	2.0426	1.7866	2.9919	2.2265	2.8934	3.0505	2.7398	3.6282	2.6276	2.8914	2.8992	2.862	1.7268	3.009	1.6135
FLOT1	3.0054	2.8934	2.4489	2.8895	2.2418	2.6645	2.9241	3.2824	2.6668	2.2928	2.546	2.319	3.079	2.0841	3.5198	2.8053	2.8992	2.4489	2.6826	2.8248	2.7247	1.7824	2.9203	2.1859	3.3618	2.5945	3.0321	2.9373	2.8914	2.4607	2.846	1.8115	3.3205	2.9727	2.3132	2.5211	1.9891	3.5348	3.3903	2.9973	3.281	2.3219	2.1276	2.269	2.5472	2.9616	1.8639	2.9855	1.3391	1.4489	2.384	2.5185	2.1043	3.0479	1.8679	2.568	1.3448	2.4489	2.126	1.4168	2.4957	2.3045	2.4621	3.3377	2.857	3.2972	2.8053	2.7148	2.3618	3.5242	2.0909	3.275	2.8718	2.9021	2.3161	1.4383	2.067	3.1457	2.8339	2.4594	2.266	2.8992	1.9964	2.6264	2.3434	2.6415	2.6893	3.5198	2.6645	1.4168	1.3448	3.106	2.8043	3.4666	3.4809	3.3205	3.2884	3.6323	2.5509	3.3161
RPL6	5.1445	5.9279	5.7206	5.5607	5.6054	5.5281	5.6831	5.5844	5.5886	5.4214	5.6738	5.0607	5.4311	5.5056	5.4692	5.5457	5.2954	5.3027	5.5395	5.2683	5.3384	4.9819	5.6395	5.7206	5.025	5.3163	5.4656	5.3434	5.3284	5.3623	5.3163	5.1363	4.9006	5.1568	5.204	5.4535	5.4927	5.6785	5.6228	5.8487	5.1839	5.1164	5.126	5.5105	5.0955	5.3593	5.5333	5.3653	5.1739	5.0557	4.9759	5.2008	5.4353	5.4353	5.0206	5.484	5.5546	5.1027	5.3434	5.3556	5.2449	5.5791	5.1393	5.6633	5.8009	4.9882	5.1839	5.3082	5.2132	4.9882	5.6446	5.2161	5.5105	5.223	5.7489	5.4578	5.6633	5.5192	5.5501	5.6633	5.488	5.4353	5.7609	5.4578	4.9507	5.1363	5.484	5.2915	5.3212	5.2806	5.1603	5.5229	5.4578	5.4799	5.943	5.7766	5.6054	5.6054	6.2421	5.7367
