attrib_name	01CO006	01CO008	05CO004	05CO006	05CO007	05CO011	05CO015	05CO020	05CO028	05CO029	05CO032	05CO033	06CO001	06CO002	09CO005	09CO006	09CO008	14CO001	14CO002	20CO001	20CO003	05CO002	01CO005	01CO001	05CO003	05CO049	22CO004	05CO037	11CO033	20CO006	11CO043	20CO007	11CO042	11CO032	16CO002	11CO018	16CO006	11CO031	09CO011	05CO039	21CO006	05CO034	01CO022	20CO004	05CO048	09CO013	21CO007	15CO002	11CO062	05CO035	16CO003	11CO019	11CO030	01CO019	11CO005	01CO015	15CO001	11CO048	13CO001	27CO004	11CO010	05CO041	11CO020	11CO007	05CO026	11CO045	16CO011	14CO005	22CO006	11CO037	14CO003	05CO044	11CO036	11CO008	11CO060	11CO039	11CO070	11CO079	05CO053	11CO072	11CO027	11CO077	05CO054	05CO050	11CO058	11CO057	09CO022	11CO054	11CO053	11CO052	11CO061	11CO044	05CO045	11CO021	11CO047	11CO022	09CO014	09CO015	09CO018	09CO019
CNNM4	1.4383	2.6346	1.7004	0	0.8953	1.2265	2.2418	0.6508	2.4699	2.0635	1.7866	0	1.9964	0	1.6229	2.1859	2.2839	0.7824	2.6826	1.189	0	1.7824	1.9146	2.4957	1.9964	1.9146	2.1538	0.903	1.3161	0.3896	0.516	1.8115	1.0072	2.211	1.1375	2.0993	1.3561	1.9184	1.7137	0.0286	2.1827	0.9107	1.6915	1.4222	1.0215	0	1.4906	1.4168	1.6088	1.4489	1.6554	0	1.1375	1.3561	1.2388	1.5509	1.3448	0	1.7225	0	1.4383	0.9336	1.4594	1.8359	0	0	1.0215	1.3618	1.3561	0.251	0	2.8972	0	1.6135	0	0	0	1.7991	0	1.4276	1.254	0.1506	1.3561	1.8934	1.3561	1.7866	1.516	0.903	1.6229	1.4168	1.3448	0.8953	1.5008	1.2327	1.8156	2.8992	0	0	0.0976	1.6135
ARL3	2.0531	1.8639	1.7004	1.9146	3.1127	1.5945	1.4594	1.3561	1.9855	2.511	1.1635	1.3391	1.6915	2.516	2.4209	2.1859	1.8718	1.8278	1.7004	1.189	2.7247	2.0841	1.9146	2.4957	2.257	1.1827	2.1538	1.6554	2.0426	1.406	1.1953	1.8115	1.5945	2.211	0.4542	1.441	2.4033	1.9184	0.0566	0.0286	1.2016	0.9107	0.3896	0	1.4168	1.4594	1.1309	1	0.8953	1.4489	2.384	1.5211	1.1375	0.696	2.5945	1.2203	0	1.4168	1.1827	1.4168	1.7991	1.5558	2.067	1.2388	1.3277	1.4699	2.0356	0	1.3561	2.211	1.4276	1.3219	1.4594	2.2234	0	1.4383	1.4594	0.0841	0	0	1.254	2.511	1.3561	2.2839	2.067	2.0426	1.7866	1.3391	2.4542	1.844	2.4489	1.9184	1.5008	1.8836	1.189	2.3089	1.8278	2.7908	1.844	2.742
THUMPD3	1.7824	1.2388	1.7004	1.4489	2.2418	1.9373	1.9184	1.3561	0.5945	0.4751	2.8298	0	1.9964	0	1.6229	1.7782	1.2449	2.4489	1.7004	0	1.4222	1.7824	1.3161	0	1.6915	1.1827	1.8359	0.3505	1.3161	1.406	0.516	2.257	1.0072	1.2265	1.4931	0	1.9891	0.1506	0.0566	0.0286	1.2016	0.3896	1.6915	1.7004	0.4222	0.8797	1.1309	2.257	1.3391	1.0841	1.6554	1.2016	0	1.7824	1.8679	1.5509	2.3923	1.4168	0	1.4168	0	0.9336	0.0144	1.2388	1.3277	1.4699	1.6182	1.3618	1.3561	0.251	0	2.3377	0	2.2234	1.3391	0	0	0.0841	0	1.4276	0	0.1506	0	0	0.6508	0.4542	1.516	0.3896	0.546	0	0	0.8953	0.8718	1.2327	0	0	0	1.1243	1.844	0.0566
UTP18	1.7824	1.2388	1.7004	1.4489	0	2.2141	2.2418	1.3561	0.5945	2.2928	2.546	1.3391	1.9964	1.4276	2.0635	1.1635	1.2449	1.4168	2.437	1.189	0	1.3561	1.9146	0	1.2869	1.5509	1.8359	1.9146	1.7137	1.7398	1.585	1.5211	1.9964	1.2265	1.8359	2.0993	1.3561	0.1506	1.7137	2.211	0	0.3896	0.9561	2.269	0.4222	0	1.4906	1	0.8953	1.8074	1.6554	1.2016	1.1375	2.0841	1.2388	1.2203	0	0	1.1827	0	1.4383	0.9336	0.0144	1.8359	1.7004	0	2.0356	0	0	0.251	0	0	2.144	0.0566	0	0	0	0.0841	1.406	2.0635	0	0.1506	0	1.8934	1.3561	2.0426	1.7866	2.266	1.2388	1.844	0	1.9184	1.5008	1.8836	1.8156	1.8953	1.8278	1.7268	0.0976	1.6135
JCHAIN	4.0365	2.8934	1.7004	1.9146	0	1.9373	3.3813	3.2824	2.251	3.6645	3.2126	3.2342	2.272	2.0841	1.6229	3.6328	0	3.466	2.0909	2.546	2.4383	1.7824	2.3248	3.314	1.2869	3.5862	3.0321	1.3561	2.8914	2.9561	2.846	1.8115	2.6017	3.4529	1.1375	2.5211	1.3561	3.2787	1.7137	2.9973	3.441	1.3561	3.5198	0.263	1.9964	2.9616	2.8074	2.0356	2.2987	2.844	1.0356	2.6893	2.1043	1.7824	2.844	2.3923	2.3923	2.7463	1.1827	3.0179	1.7991	2.5777	2.7677	3.1747	2.2869	3.0704	2.5753	1.9891	2.6668	2.8359	4.0875	2.6554	3.116	2.6206	1.3391	2.8258	2.9873	3.3799	2.5185	1.4276	2.8379	2.511	3.8953	2.8866	2.3434	1.7866	1.2449	1.6088	2.4542	2.8934	3.5844	3.4141	2.5583	2.6276	2.278	2.8992	2.269	3.0321	3.009	2.2928
DCP1A	0.4436	0	1.7004	1.4489	0	1.5945	0	0.6508	1.6599	1.4489	0	0	0.6041	0	1.6229	1.1635	1.2449	0.7824	1.7004	1.189	0	1.7824	1.3161	0	1.2869	1.1827	1.8359	1.9146	0	2.0179	1.1953	1.2388	0	1.2265	0	0	0	0.1506	0.0566	0.0286	1.7949	0.3896	1.9336	2.269	1.7225	1.4594	0.4542	2.4489	1.6088	1.4489	1.0356	0.546	0	1.3561	1.2388	1.5509	0	0	0	0	2.0635	0	0.0144	1.2388	1.3277	0	0	0	0	0.251	0	1.3219	0	0.0566	1.3391	0	1.4594	0.0841	0	0	2.5753	0.1506	0	1.8934	1.7824	1.4436	2.2079	1.6088	1.9672	0.7312	1.3448	0.8953	1.9819	1.2327	2.6346	1.8953	2.269	1.1243	2.5509	1.6135
TOR4A	2.0531	1.8639	0	2.5097	2.2418	1.2265	1.9184	1.7485	1.6599	1.4489	2.546	1.9298	0.6041	1.4276	2.0635	1.1635	1.2449	0	0	1.7991	2.0179	2.3477	2.3248	1.7866	0.585	1.1827	0.7312	0.903	1.7137	0.3896	1.1953	0.757	0	0	1.1375	2.0993	0	0.1506	0.0566	2.211	1.2016	0.9107	0	0.696	1.0215	2.257	0	1.7485	1.6088	0	1.0356	0.546	0	0.696	1.2388	1.2203	0	0	0	0	0	0	0.0144	0	0.6135	1.4699	0	1.9891	1.3561	0.251	0	2.3377	1.4594	1.6135	0	1.4383	0	2.8629	2.5185	0	0	0.1506	0	1.263	0	0	2.2079	2.266	0	0.7312	2.7981	0	1.5008	2.6276	1.189	1.2388	2.269	0	1.844	0.0566
CHMP4A	1.0704	1.2388	1.0426	0.8718	0.8953	1.5945	0	0	1.6599	1.4489	1.1635	1.3391	1.2869	2.0841	1.0144	1.1635	1.2449	2.1827	1.7004	0	1.4222	0.6781	1.3161	1.2141	1.2869	1.5509	1.4168	0.3505	1.7137	0	1.9336	0.757	1.0072	1.2265	1.1375	0	2.7004	1.9184	0.0566	1.541	0	0.9107	1.3618	0.696	0.4222	1.4594	1.4906	0.3896	0	1.8074	1.0356	0.546	1.7181	1.3561	1.8679	1.5509	1.3448	1.4168	2.126	0	1.0426	1.5558	2.7677	1.2388	1.3277	1.4699	1.6182	1.3618	1.3561	0.251	1.4276	1.3219	0	0.0566	1.3391	1.4383	2.067	1.7991	0	2.0635	1.254	1.8953	2.7203	1.263	0.6508	1.7866	1.2449	0.903	1.2388	2.4542	1.9964	1.9184	2.2957	1.2327	1.8156	1.2388	1.1827	1.1243	1.844	2.2928
AMPD3	1.4383	0	1.0426	1.9146	0	0	1.4594	1.3561	1.6599	0.4751	1.1635	2.319	1.2869	2.0841	0	0	0	1.4168	1.111	1.189	1.4222	1.3561	1.3161	2.1859	2.8379	0.4854	0	1.9146	1.3161	0.3896	1.585	0.757	1.5945	1.2265	0.4542	1.441	1.3561	2.5692	1.7137	1.541	0	1.3561	2.516	1.1763	1.0215	1.4594	1.1309	1.4168	2.2987	0.4542	1.0356	1.5211	1.1375	0.696	0	0	1.3448	1.4168	0	1.4168	1.0426	0	0.0144	1.2388	0	2.1309	1.6182	2.4005	0	0.251	1.4276	1.3219	1.4594	0.0566	1.9184	0	1.4594	0.0841	0	2.0635	0	0.1506	1.3561	1.263	0.6508	1.4436	0.7908	2.8659	0.546	3.342	1.3448	1.9184	0	2.2957	1.189	1.2388	1.8278	1.1243	1.844	1.6135
WDR82	1.0704	0	1.0426	1.4489	1.9336	2.6645	0.8718	2.0635	2.6668	1.8074	1.1635	1.9298	1.6915	2.0841	2.0635	2.1859	1.8718	1.4168	1.111	2.2296	1.4222	0.6781	0	0	0	0.4854	1.4168	1.9146	0.585	1.7398	0.516	1.2388	1.0072	1.2265	1.1375	0	1.3561	0.1506	0.0566	1.541	2.1827	2.126	1.6915	2.0942	1.7225	0.8797	1.8639	2.0356	0.8953	1.8074	1.0356	2.3132	1.7181	1.3561	1.8679	1.8758	2.3923	2.0531	2.126	1.4168	0	0.9336	1.4594	1.2388	1.3277	1.4699	1.0215	1.3618	1.3561	2.211	1.4276	1.3219	2.144	0.0566	0	0	1.4594	0.0841	0	1.4276	0	2.511	1.3561	1.263	1.3561	1.4436	1.9964	1.6088	2.4542	2.6915	2.4489	2.254	1.9819	3.111	2.6346	1.8953	1.8278	2.1859	1.844	1.6135
MYL12A	3.2608	3.4874	2.9699	3.2373	1.9336	3.0126	3.263	3.4276	3.4249	2.669	3.0312	3.4222	2.5286	2.516	3.257	3.0144	3.4796	3.0312	3.2884	2.8248	3.7442	3.101	3.1391	2.9579	2.4725	2.1827	3.0321	2.319	2.541	2.6485	2.846	2.4489	2.6017	3.4529	1.8359	3.4692	3.144	2.5692	2.8298	2.9973	3.7782	3.0866	2.6645	2.7192	2.8817	3.275	2.1342	2.4489	3.2705	2.5185	3.4712	3.7918	3.749	3.5242	3.6444	2.8972	3.3001	3.3618	3.4673	3.7323	2.4957	2.5777	4.1135	2.8237	3.1457	3.2972	2.5753	2.7148	3.3248	3.251	3.26	3.1043	3.116	3.1635	3.3785	3.4336	3.3448	4.1189	3.6358	3.2126	3.8227	3.4396	3.6404	3.116	3.1135	2.6415	3.275	2.9919	2.6645	2.6915	3.2645	2.5261	2.9891	3.111	2.8914	3.1359	2.6088	3.263	4.0496	3.3161
TIMP1	0.4436	1.2388	1.7004	3.3709	1.9336	1.9373	2.2418	1.3561	1.275	1.8074	1.1635	2.319	0	0	1.6229	0	1.2449	0.7824	1.111	1.7991	1.4222	1.7824	1.3161	0	2.257	0.4854	0	1.3561	0.585	1.7398	0.516	0	1.0072	0	1.8359	2.5211	1.9891	1.9184	1.7137	1.541	1.2016	0.3896	1.9336	0.263	1.7225	0.8797	2.406	0.3896	0.8953	2.0635	1.6554	2.3132	2.1043	0.696	1.2388	0.5558	0	0	1.1827	2.067	0	0.9336	1.4594	1.2388	0.6135	2.1309	0	1.9891	1.9709	0.251	0	4.0188	1.4594	2.2234	0	0	0	0.0841	1.406	1.4276	0	0.1506	0	1.8934	1.3561	1.4436	0	0.903	0.546	2.1827	3.0505	1.4699	1.9819	2.6276	0	1.2388	0	1.1243	0.0976	1.6135
MGAT1	2.0531	2.6346	1.0426	0.8718	0.8953	0.5361	0.8718	1.3561	0.5945	1.4489	0	1.3391	0.6041	0	1.0144	1.1635	2.2839	0	0	1.189	1.4222	1.3561	0	2.1859	1.6915	0.4854	1.8359	1.9146	2.0426	0	1.585	2.4489	1.5945	2.211	1.4931	2.0993	1.9891	2.5692	1.7137	1.541	1.2016	0.9107	1.3618	0.696	1.4168	0.8797	1.8639	1.4168	0.8953	1.8074	1.6554	1.8278	2.1043	1.7824	1.2388	0	2.3923	2.0531	0	1.4168	1.0426	0.9336	1.4594	1.8359	1.3277	2.1309	1.6182	1.9891	1.9709	0.251	1.4276	1.3219	2.144	0.0566	1.3391	0	2.067	0.0841	2.0635	1.4276	1.254	0.1506	1.9964	1.8934	1.7824	1.7866	2.2079	0.903	1.6229	2.1827	2.4489	2.254	2.8043	0	1.8156	0	1.1827	2.1859	1.844	0.0566
CDK5	1.7824	1.2388	1.7004	2.2418	1.4699	1.5945	1.9184	1.7485	1.6599	2.0635	0	1.3391	1.6915	1.4276	2.0635	0	0	1.4168	1.7004	2.2296	1.4222	0.6781	0	2.1859	1.9964	1.5509	0.7312	1.6554	1.7137	1.7398	1.1953	1.8115	2.3306	1.8156	1.4931	2.0993	0	1.9184	1.7137	1.541	1.2016	1.9146	1.9336	1.1763	2.2141	2.257	2.1342	1.7485	1.8953	2.2957	2.0635	1.8278	1.1375	1.7824	2.278	1.2203	1.3448	1.4168	1.7225	2.067	1.7991	1.5558	0.0144	1.8359	0.6135	2.1309	1.0215	1.3618	1.3561	2.211	1.4276	1.9241	2.144	1.6135	1.9184	1.4383	1.4594	0.0841	0	2.4594	1.254	1.8953	1.3561	0	2.067	2.269	1.516	2.0635	2.4542	1.4168	2.4489	1.9184	2.2957	1.2327	1.189	1.2388	2.6088	1.7268	0.0976	0.0566
POTEJ	3.2608	3.4874	1.7004	3.6135	2.9449	4.4026	3.917	4.0321	3.4249	3.5583	3.3771	3.4222	3.6831	4.4673	4.1185	3.8807	3.3205	3.1827	3.1243	4.3273	4.4832	2.3477	1.9146	1.7866	3.915	3.9069	3.2032	3.2928	3.9809	3.2172	2.4594	2.8895	3.7975	3.9336	3.3248	4.14	4.1675	4.3618	4.1886	3.4712	2.4699	2.4957	2.8053	2.5753	3.4443	2.5311	3.3882	3.8227	3.354	3.6645	4.9098	3.7098	4.2188	4.0224	3.5198	3.9759	3.6814	4.3462	3.9098	4.2806	3.5198	3.8171	4.0365	3.4816	3.2957	3.2972	3.5583	3.8807	3.3248	4.1914	3.591	3.6971	3.116	3.7339	3.5135	3.7388	3.5059	3.8074	2.5185	3.0126	3.925	3.6323	3.1457	3.3161	3.7803	3.354	3.6124	2.6088	3.511	4.2854	3.5844	2.9411	2.8043	3.2957	3.3161	3.8017	2.862	3.263	4.0496	2.2928
HS1BP3	0.4436	0	1.0426	1.9146	0	0.5361	0.8718	1.3561	1.9855	2.2928	1.7866	1.3391	1.6915	2.0841	0	1.1635	2.2839	1.8278	1.7004	1.7991	2.4383	0.6781	2.9203	0	0.585	1.1827	2.1538	1.3561	1.7137	0.9855	2.211	1.2388	0	1.2265	1.8359	1.441	1.3561	0.1506	0.0566	1.541	2.4699	1.9146	2.1276	1.7004	1.0215	1.4594	1.4906	1	1.8953	2.2957	2.0635	1.2016	2.1043	1.7824	2.278	1.5509	1.3448	0	1.7225	0	2.0635	0.9336	0.0144	0	1.7004	2.1309	1.0215	1.3618	2.3618	0.251	1.4276	1.3219	0	1.6135	2.3161	2.5033	1.4594	2.4489	2.5185	2.4594	2.266	0.1506	2.7203	2.6264	2.3434	2.0426	1.516	2.0635	1.9672	1.844	2.4489	1.4699	1.9819	2.2957	1.8156	2.3089	2.269	1.1243	0.0976	2.2928
RBMX	2.0531	3.1043	2.7203	2.2418	2.9449	2.4489	2.5008	2.797	2.6668	3.1177	2.546	2.6112	2.7257	2.8237	3.257	3.0144	2.2839	3.3248	3.4403	3.0126	2.4383	1.7824	3.1391	3.1416	1.9964	2.9184	3.3255	2.9373	2.541	2.9561	2.846	2.7634	3.5753	3.2965	2.8339	2.844	3.5059	3.5348	3.9486	3.275	2.9203	2.6576	2.6645	2.85	2.7247	3.275	3.3882	2.8339	2.6645	2.5185	2.6299	2.98	2.839	2.8895	3.2373	3.1683	2.9088	3.1835	2.4489	2.8053	2.844	3.4141	3.3377	3.0072	2.9982	2.8217	2.9791	3.1811	2.3618	3.5242	3.0505	2.3377	2.8718	2.6206	3.3785	2.5033	3.1803	3.6129	3.6358	3.2126	3.0626	3.4396	3.1457	3.3161	2.6005	2.4621	2.9373	2.8659	2.6645	2.4542	3.0505	2.9411	2.9891	2.8875	2.278	2.8992	3.2884	3.7918	3.3377	3.7458
PDAP1	0	1.2388	1.0426	0	1.4699	0.5361	0	0	1.6599	1.4489	0	0	1.9964	0	1.6229	1.7782	0	2.1827	2.9088	1.7991	0	2.0841	2.6645	2.1859	1.9964	1.1827	2.1538	0.903	1.3161	2.8074	1.9336	2.0531	0	1.2265	2.0909	0	1.3561	0.1506	0.0566	0.0286	0	1.3561	2.3277	1.4222	1.7225	2.7751	2.1342	2.4489	2.1177	2.0635	1.6554	1.8278	1.7181	2.342	1.8679	2.1342	1.3448	0	2.4489	1.4168	2.4957	1.5558	2.4621	0	1.3277	0	1.0215	1.3618	0	0.251	0	0	0	2.2234	2.6323	2.5033	2.067	2.4489	2.5185	2.0635	2.5753	2.511	3.6404	1.263	2.3434	2.4621	2.5423	0.903	2.862	2.4542	1.3448	1.9184	2.2957	2.8875	2.6346	2.3089	2.862	3.0321	3.009	2.742
TTC1	1.0704	2.6346	1.7004	0.8718	0.8953	0.5361	0.8718	0	1.275	1.8074	1.1635	0	0.6041	0	1.0144	1.7782	0	1.4168	1.7004	1.189	0	1.7824	1.3161	2.1859	1.6915	1.9146	0.7312	0.903	0.585	0.9855	1.1953	1.2388	1.5945	1.8156	1.1375	0	1.9891	1.9184	2.3896	2.211	1.2016	0.3896	1.3618	0.263	1.4168	0	1.1309	1	0.8953	1.8074	1.0356	1.2016	1.1375	1.7824	1.8679	1.8758	1.3448	0	2.126	1.4168	1.7991	0.9336	0.0144	1.2388	2.0197	0	2.0356	0	0	2.211	0	1.9241	1.4594	2.2234	0	1.4383	0	2.4489	0	0	1.844	1.8953	0	2.6264	1.7824	1.4436	1.7866	1.3391	1.2388	0.7312	1.3448	0	0.8718	1.8836	1.189	1.2388	1.8278	1.1243	2.5509	1.6135
OCIAD2	2.844	3.99	2.7203	3.9069	1.9336	2.845	2.2418	3.4276	3.2972	2.8359	3.2126	2.6112	3.6831	3.4482	3.8792	3.5091	3.1391	1.8278	2.0909	3.3646	3.3248	1.7824	3.9146	2.742	2.8379	2.7698	2.86	3.4621	2.3045	3.3255	1.9336	2.7634	2.3306	2.742	2.8339	3.1119	2.9477	2.9819	3.3903	3.4712	2.1827	1.9146	3.5198	3.7623	3.0054	1.9298	3.2705	2.6485	3.5367	2.844	3.3255	2.844	1.7181	2.7225	3.5198	3.1683	1.9891	2.0531	2.8972	3.6029	3.1473	2.5777	2.7677	3.1747	3.4396	3.0704	2.3248	2.9727	1.3561	2.211	3.0505	3.275	3.5129	2.9021	3.0875	3.5999	3.5059	3.3799	2.5185	3.8777	3.2623	2.8992	2.9505	2.8866	3.2525	3.1152	3.0635	2.266	3.1473	2.6915	3.5844	3.2615	2.8043	3.6229	2.8914	1.8953	3.7474	3.263	2.5509	3.3161
MTX1	1.0704	1.2388	2.1227	1.9146	0.8953	1.9373	0.8718	0.6508	1.275	1.4489	1.1635	1.9298	2.272	1.4276	1.6229	2.1859	1.8718	2.4489	2.6826	1.7991	1.4222	1.7824	1.3161	1.2141	1.9964	2.1827	2.86	1.6554	1.3161	1.406	1.1953	1.5211	1.9964	1.2265	1.8359	2.0993	1.3561	1.9184	2.3896	2.6576	1.2016	1.9146	1.3618	2.269	1.9964	0.8797	1.4906	1.4168	1.6088	1.8074	2.0635	2.5185	1.7181	1.3561	0	1.8758	1.3448	1.4168	1.1827	2.067	1.7991	1.5558	0.0144	1.2388	1.3277	1.4699	2.0356	1.3618	1.3561	0.251	2.516	1.3219	1.4594	2.2234	2.3161	2.5033	1.4594	2.4489	1.406	1.4276	2.266	2.511	1.9964	2.2839	2.3434	1.4436	1.9964	2.266	1.6229	1.4168	1.9964	1.9184	1.9819	1.8836	2.278	1.8953	2.269	2.5185	1.844	1.6135
WBP11	0	1.8639	1.7004	0	0.8953	1.5945	1.4594	0	1.6599	1.0976	1.7866	1.3391	0.6041	0	1.6229	1.7782	0	0	1.7004	2.2296	1.4222	1.3561	1.3161	1.2141	1.2869	1.1827	2.1538	0.903	0.585	2.0179	1.9336	2.0531	1.5945	0	1.1375	1.441	0	0.1506	1.7137	1.541	0	0.3896	1.3618	0.263	1.7225	0.8797	2.1342	1	0.8953	1.0841	0	1.5211	1.7181	1.3561	1.2388	1.8758	1.3448	1.4168	1.1827	0	0.4436	0	0.0144	1.2388	1.7004	0	1.0215	0	0	0.251	0	0	1.4594	0.0566	1.9184	1.4383	1.4594	1.7991	2.5185	2.0635	1.254	0.1506	1.9964	0	0.6508	1.7866	1.2449	1.3391	1.2388	0.7312	1.9964	1.4699	1.5008	2.2957	1.8156	1.8953	1.1827	1.7268	1.844	0.0566
DIABLO	2.5008	2.8934	2.7203	2.717	1.9336	1.9373	2.5008	2.3533	2.251	2.0635	2.8298	2.319	2.272	2.0841	2.6747	2.1859	2.2839	2.6668	2.6826	1.7991	2.7247	2.0841	2.3248	2.742	1.2869	2.1827	2.6508	1.3561	1.3161	0.9855	2.211	2.0531	1.0072	2.211	2.0909	2.0993	2.7004	1.9184	2.3896	2.211	2.4699	2.126	0.9561	1.7004	1.4168	1.9298	2.1342	1.4168	1.6088	2.2957	2.0635	2.0875	0	1.7824	2.278	2.8972	2.3923	2.0531	2.4489	2.067	1.7991	1.9928	2.4621	1.8359	1.7004	2.1309	2.3248	1.3618	1.3561	2.211	1.4276	0	0	2.9021	2.3161	2.0841	1.4594	1.7991	2.5185	2.7887	2.8379	2.8992	2.9505	1.263	2.067	2.0426	0.7908	0.3896	2.2265	2.1827	1.9964	1.4699	1.5008	1.2327	1.8156	2.3089	2.269	1.7268	0.0976	2.742
IAH1	2.0531	1.8639	2.7203	0.8718	2.5059	1.9373	1.4594	1.7485	1.275	1.4489	0	0	1.2869	2.516	1.6229	1.1635	2.8992	1.4168	1.7004	1.189	0	1.3561	1.3161	0	0.585	1.5509	1.8359	1.6554	2.541	2.0179	2.211	1.5211	2.8074	2.9727	2.6668	2.844	2.4033	1.9184	0.0566	2.211	2.1827	2.4957	1.3618	2.0942	1.7225	0	1.4906	1.7485	1.8953	2.5185	2.6299	2.6893	2.839	1.3561	2.278	1.2203	2.6668	2.4489	1.1827	2.8053	2.2898	0.9336	2.067	1.8359	0.6135	2.1309	2.3248	0	1.9709	2.8359	0	0	1.4594	2.2234	0	1.4383	0	2.4489	1.406	0	1.844	1.8953	0	2.6264	2.8032	1.7866	1.516	1.852	2.4542	2.1827	2.4489	2.254	2.5583	2.2957	0	2.3089	1.1827	2.5185	3.009	2.2928
THEMIS2	2.5008	1.2388	1.0426	2.2418	0	1.9373	2.7181	2.0635	0.5945	1.0976	0	1.9298	0	0	0	1.1635	0	0	1.111	0	2.0179	0.6781	0	0	2.257	1.5509	0	2.1243	2.3045	0	1.585	0.263	0	0	0.4542	1.441	0	0.1506	0.0566	0.0286	1.7949	1.3561	1.6915	0.263	1.4168	0.8797	1.4906	1.7485	1.6088	0	2.0635	2.5185	1.7181	0.696	0	0	1.9891	1.4168	0	1.4168	1.4383	2.3045	1.4594	0	2.0197	0	1.0215	0	1.3561	0.251	0	1.3219	1.4594	0.0566	1.3391	0	2.067	1.7991	0	0	1.254	0.1506	1.3561	0	2.067	1.0976	1.2449	2.266	1.2388	2.4542	1.9964	2.5261	1.9819	1.8836	1.8156	0	1.8278	1.1243	0.0976	0.0566
MARCH5	2.278	0	1.0426	1.9146	2.5059	2.4489	1.9184	2.3533	1.6599	2.2928	1.1635	0	1.9964	1.4276	2.0635	1.7782	1.2449	1.8278	1.7004	1.7991	0	1.7824	2.3248	1.2141	1.6915	2.1827	2.1538	1.6554	1.7137	2.254	1.1953	0.757	1.9964	0	2.0909	0	1.3561	0.1506	1.7137	1.541	1.2016	0.9107	0.3896	1.1763	1.0215	0.8797	0	1.7485	2.1177	1.8074	2.0635	1.8278	1.7181	2.0841	0	1.2203	1.3448	1.4168	1.7225	0	2.844	1.5558	0.0144	1.2388	1.7004	0	0	1.3618	0	0.251	1.4276	1.9241	2.144	1.6135	0	0	1.4594	1.7991	0	0	1.254	0.1506	1.3561	1.8934	1.7824	1.4436	1.7866	1.852	2.2265	1.844	0	1.9184	1.5008	1.2327	2.278	1.8953	0	2.7908	0.0976	0.0566
NAAA	2.5008	1.8639	0	0.8718	2.2418	3.0126	2.5008	1.7485	2.251	2.511	1.1635	0	1.6915	2.0841	1.6229	1.7782	2.2839	0.7824	1.111	1.7991	3.8758	1.7824	0	1.7866	1.2869	2.7698	1.4168	0.3505	1.7137	0.3896	1.1953	1.8115	1.0072	1.2265	2.0909	2.0993	1.9891	2.5692	1.7137	1.541	0	0	0.3896	0.696	1.9964	0.8797	1.4906	2.0356	1.6088	1.4489	0	0.546	1.1375	1.3561	1.8679	0	0	0	1.1827	0	0.4436	0.9336	1.4594	0	0	0	1.0215	0	1.3561	0.251	1.4276	0	0	0.0566	1.3391	1.4383	0	0.0841	1.406	1.4276	0	0.1506	1.9964	1.263	0.6508	0.4542	0.2987	0.3896	1.2388	0.7312	1.9964	0.8953	1.9819	0	1.189	0	1.1827	1.1243	1.844	0.0566
ADRM1	2.844	2.2957	2.1227	2.2418	2.7334	1.5945	1.9184	2.3533	1.9855	2.2928	2.546	1.9298	2.272	1.4276	2.0635	2.5236	2.6276	2.4489	1.7004	2.2296	1.4222	1.3561	0	1.7866	2.4725	1.5509	1.8359	1.3561	2.0426	1.406	1.1953	1.2388	1.9964	2.5033	2.0909	2.844	2.9477	2.9819	3.144	2.6576	1.7949	1.3561	2.3277	2.0942	1.9964	2.257	1.1309	1.7485	2.1177	1.8074	2.0635	1.5211	1.1375	1.7824	2.278	1.8758	1.9891	1.4168	2.4489	1.4168	2.2898	1.5558	2.7677	2.5558	2.2869	0	2.0356	1.9891	1.9709	2.8359	2.516	2.6554	2.144	0.0566	2.3161	2.5033	2.067	2.4489	2.5185	2.7887	1.844	2.511	2.9505	2.2839	1.7824	1.4436	2.3923	1.6088	1.6229	1.844	2.4489	1.4699	1.9819	2.8875	1.8156	1.8953	1.8278	2.5185	2.5509	2.742
DDT	2.6668	1.8639	1.0426	3.2373	3.5771	2.2141	3.263	2.9745	3.2972	2.98	2.8298	3.0383	3.079	2.516	2.0635	2.1859	1.2449	3.0312	2.9088	1.7991	2.7247	3.3757	2.6645	3.314	2.6668	1.5509	2.1538	1.6554	2.3045	3.0959	3.5198	3.9045	1.0072	1.8156	2.3132	1.441	2.7004	0.1506	0.0566	0.0286	1.7949	0.3896	2.3277	2.0942	2.2141	0.8797	2.1342	1.4168	1.6088	1.8074	2.0635	1.8278	1.7181	0.696	3.0522	2.1342	2.3923	0	1.7225	0	2.4957	0	0.0144	0	0	0	2.0356	0	0	0.251	0	0	0	2.2234	1.3391	2.0841	1.4594	0.0841	1.406	0	0	0.1506	0	3.3161	2.8032	2.269	1.7866	1.3391	2.4542	3.0721	2.7981	2.7398	1.9819	0	1.8156	1.2388	1.8278	2.5185	1.844	2.2928
